gene_symbol	MANE_transcript	ClinVar_PL_record_count	semantic_class_prePAExact	public_label	curated_display_gene	low_record_burden_flag	browser_status	detail_page	unit_count	best_single_exon_coverage_fraction	best_adjacent_exon_block_coverage_fraction	best_downstream_CDS_implantation_coverage_fraction
IL36RN	ENST00000393200.7	13	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/IL36RN.html	19	0.384615	1.000000	1.000000
IL37	ENST00000263326.8	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/IL37.html	25	1.000000	1.000000	1.000000
IL4I1	ENST00000391826.7	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/IL4I1.html	37	0.000000	0.000000	0.000000
IL6R	ENST00000368485.8	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/IL6R.html	49	1.000000	1.000000	1.000000
IL6ST	ENST00000381298.7	24	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/IL6ST.html	91	0.250000	0.500000	1.000000
IL7	ENST00000263851.9	3	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/IL7.html	25	0.333333	1.000000	0.666667
IL7R	ENST00000303115.8	62	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/IL7R.html	37	0.274194	0.887097	0.919355
ILDR1	ENST00000344209.10	35	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/ILDR1.html	37	0.371429	0.828571	0.885714
ILDR2	ENST00000271417.8	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/ILDR2.html	49	1.000000	1.000000	1.000000
IMPA1	ENST00000256108.10	2	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/IMPA1.html	43	0.500000	1.000000	1.000000
IMPDH1	ENST00000338791.11	37	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/IMPDH1.html	91	0.324324	0.594595	0.918919
IMPDH2	ENST00000326739.9	4	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/IMPDH2.html	73	0.250000	0.750000	0.750000
IMPG1	ENST00000369950.8	68	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/IMPG1.html	91	0.279412	0.470588	0.970588
IMPG2	ENST00000193391.8	141	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/IMPG2.html	103	0.234043	0.503546	0.985816
INA	ENST00000369849.9	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/INA.html	8	1.000000	1.000000	0.000000
INCENP	ENST00000394818.8	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/INCENP.html	103	1.000000	1.000000	1.000000
INF2	ENST00000392634.9	57	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/INF2.html	126	0.508772	0.982456	1.000000
ING1	ENST00000333219.9	3	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/ING1.html	4	1.000000	1.000000	1.000000
INO80	ENST00000648947.1	2	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/INO80.html	205	0.500000	0.500000	1.000000
INPP4A	ENST00000409851.8	8	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/INPP4A.html	139	0.250000	0.500000	1.000000
INPP4B	ENST00000262992.9	2	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/INPP4B.html	145	0.500000	1.000000	1.000000
INPP5B	ENST00000373024.8	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/INPP5B.html	133	1.000000	1.000000	1.000000
INPP5E	ENST00000371712.4	79	compact_adjacent_exon_block_opportunity	Compact exon/block opportunity	false	false	all-mapped enumerated	genes/INPP5E.html	49	0.215190	0.531646	0.797468
INPP5F	ENST00000650623.2	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/INPP5F.html	109	1.000000	1.000000	1.000000
INPP5K	ENST00000421807.7	11	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/INPP5K.html	61	0.272727	0.636364	1.000000
INPPL1	ENST00000298229.7	40	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/INPPL1.html	157	0.200000	0.325000	0.925000
INS	ENST00000381330.5	29	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/INS.html	8	0.551724	0.931034	0.931034
INSL3	ENST00000317306.8	7	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/INSL3.html	4	0.571429	1.000000	0.571429
INSL6	ENST00000381641.4	8	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/INSL6.html	4	0.000000	0.000000	1.000000
INSR	ENST00000302850.10	68	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/INSR.html	121	0.220588	0.426471	0.970588
INTS1	ENST00000404767.8	23	high_coverage_downstream_CDS_but_donor_or_context_burden	High-coverage context-burden opportunity	false	false	all-mapped enumerated	genes/INTS1.html	277	0.086957	0.260870	1.000000
INTS11	ENST00000435064.6	6	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/INTS11.html	91	0.333333	0.666667	1.000000
INTS6	ENST00000311234.9	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/INTS6.html	97	1.000000	1.000000	1.000000
INTS8	ENST00000523731.6	3	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/INTS8.html	151	0.333333	0.666667	1.000000
INTU	ENST00000335251.11	6	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/INTU.html	85	0.333333	0.500000	1.000000
INVS	ENST00000262457.7	122	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/INVS.html	91	0.237705	0.524590	1.000000
IPO8	ENST00000256079.9	27	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/IPO8.html	139	0.185185	0.370370	0.962963
IQCB1	ENST00000310864.11	94	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/IQCB1.html	79	0.127660	0.457447	1.000000
IQCE	ENST00000402050.7	9	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/IQCE.html	121	0.222222	0.555556	0.888889
IQCN	ENST00000392413.5	2	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/IQCN.html	13	1.000000	1.000000	1.000000
IQGAP3	ENST00000361170.7	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/IQGAP3.html	217	1.000000	1.000000	1.000000
IQSEC1	ENST00000613206.2	3	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/IQSEC1.html	73	1.000000	1.000000	1.000000
IQSEC2	ENST00000642864.1	222	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	true	false	all-mapped enumerated; curated display gene	genes/IQSEC2.html	79	0.216216	0.450450	0.932432
IRAK1BP1	ENST00000369940.7	62	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/IRAK1BP1.html	13	0.000000	0.000000	1.000000
IRAK3	ENST00000261233.9	2	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/IRAK3.html	61	0.500000	1.000000	1.000000
IRAK4	ENST00000613694.5	34	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/IRAK4.html	61	0.205882	0.588235	1.000000
IREB2	ENST00000258886.13	2	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/IREB2.html	121	0.500000	1.000000	1.000000
IRF1	ENST00000245414.9	4	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/IRF1.html	49	0.500000	1.000000	1.000000
IRF2BP2	ENST00000366609.4	3	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/IRF2BP2.html	4	0.666667	1.000000	0.333333
IRF2BPL	ENST00000238647.5	96	single_exon_hotspot_opportunity	Single-exon hotspot opportunity	false	false	all-mapped enumerated	genes/IRF2BPL.html	1	1.000000		
IRF4	ENST00000380956.9	3	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/IRF4.html	43	0.666667	1.000000	1.000000
IRF5	ENST00000357234.10	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/IRF5.html	43	1.000000	1.000000	1.000000
IRF6	ENST00000367021.8	123	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/IRF6.html	43	0.276423	0.796748	0.991870
IRF8	ENST00000268638.10	3	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/IRF8.html	43	0.666667	1.000000	1.000000
IRS1	ENST00000305123.6	2	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/IRS1.html	3	1.000000	1.000000	
IRS4	ENST00000372129.4	4	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/IRS4.html	4	1.000000	1.000000	0.000000
IRX4	ENST00000231357.7	3	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/IRX4.html	19	0.666667	1.000000	1.000000
IRX5	ENST00000394636.9	4	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/IRX5.html	8	0.750000	1.000000	1.000000
ISCA1	ENST00000375991.9	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/ISCA1.html	13	1.000000	1.000000	0.000000
ISCA2	ENST00000556816.6	4	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/ISCA2.html	13	0.500000	1.000000	1.000000
ISCU	ENST00000311893.14	2	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/ISCU.html	19	0.500000	0.500000	1.000000
ISG15	ENST00000649529.1	4	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/ISG15.html	4	1.000000	1.000000	1.000000
ISLR2	ENST00000453268.3	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/ISLR2.html	8	1.000000	1.000000	1.000000
ITCH	ENST00000374864.10	20	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/ITCH.html	139	0.150000	0.450000	1.000000
ITFG2	ENST00000228799.7	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/ITFG2.html	61	1.000000	1.000000	1.000000
ITGA2B	ENST00000262407.6	255	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	true	false	all-mapped enumerated; curated display gene	genes/ITGA2B.html	169	0.105882	0.235294	0.964706
ITGA3	ENST00000320031.13	29	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/ITGA3.html	144	0.172414	0.310345	1.000000
ITGA4	ENST00000397033.7	7	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/ITGA4.html	157	1.000000	1.000000	1.000000
ITGA6	ENST00000684293.1	54	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/ITGA6.html	144	0.092593	0.351852	0.962963
ITGA7	ENST00000257879.11	62	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/ITGA7.html	139	0.129032	0.322581	0.887097
ITGA8	ENST00000378076.4	21	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/ITGA8.html	169	0.095238	0.285714	0.952381
