gene_symbol	MANE_transcript	ClinVar_PL_record_count	public_label_v5	low_record_burden_flag	unit_count	best_single_exon_coverage_fraction	best_adjacent_exon_block_coverage_fraction	best_downstream_CDS_implantation_coverage_fraction	detail_page
LAMA3	ENST00000313654.14	266	Large-payload / donor-burden stress	false	439	0.045113	0.161654	1.000000	genes/LAMA3.html
LAMA4	ENST00000230538.12	3	Low-record-burden interpretation-limited	true	223	0.333333	0.666667	1.000000	genes/LAMA4.html
LAMA5	ENST00000252999.7	24	Large-payload / donor-burden stress	false	469	0.125000	0.208333	1.000000	genes/LAMA5.html
LAMB1	ENST00000222399.11	42	Downstream-CDS high-coverage with context burden	false	193	0.071429	0.261905	1.000000	genes/LAMB1.html
LAMB2	ENST00000305544.9	108	Downstream-CDS high-coverage with context burden	false	181	0.092593	0.259259	0.990741	genes/LAMB2.html
LAMB3	ENST00000356082.9	305	Compact downstream-CDS record-coverage hypothesis	false	127	0.088525	0.298361	1.000000	genes/LAMB3.html
LAMC2	ENST00000264144.5	223	Compact downstream-CDS record-coverage hypothesis	false	127	0.071749	0.278027	0.986547	genes/LAMC2.html
LAMC3	ENST00000361069.9	102	Compact downstream-CDS record-coverage hypothesis	false	157	0.088235	0.323529	0.911765	genes/LAMC3.html
LAMP2	ENST00000200639.9	140	Compact downstream-CDS record-coverage hypothesis	false	43	0.178571	0.685714	0.914286	genes/LAMP2.html
LARGE1	ENST00000397394.8	38	Compact downstream-CDS record-coverage hypothesis	false	79	0.184211	0.447368	1.000000	genes/LARGE1.html
LARGE2	ENST00000401752.6	1	Low-record-burden interpretation-limited	true	73	0.000000	0.000000	1.000000	genes/LARGE2.html
LARP4B	ENST00000316157.8	1	Low-record-burden interpretation-limited	true	97	1.000000	1.000000	1.000000	genes/LARP4B.html
LARP7	ENST00000344442.10	85	Compact downstream-CDS record-coverage hypothesis	false	67	0.317647	0.694118	1.000000	genes/LARP7.html
LARS1	ENST00000394434.7	29	Compact downstream-CDS record-coverage hypothesis	false	181	0.137931	0.275862	1.000000	genes/LARS1.html
LARS2	ENST00000645846.2	65	Compact downstream-CDS record-coverage hypothesis	false	121	0.153846	0.400000	1.000000	genes/LARS2.html
LAS1L	ENST00000374811.8	6	Low-record-burden interpretation-limited	true	73	0.333333	0.833333	1.000000	genes/LAS1L.html
LAT	ENST00000395456.7	9	Low-record-burden interpretation-limited	true	60	0.333333	0.666667	0.666667	genes/LAT.html
LATS1	ENST00000543571.6	3	Low-record-burden interpretation-limited	true	37	0.333333	1.000000	1.000000	genes/LATS1.html
LATS2	ENST00000382592.5	1	Low-record-burden interpretation-limited	true	37	1.000000	1.000000	1.000000	genes/LATS2.html
LBHD1	ENST00000354588.8	1	Low-record-burden interpretation-limited	true	31	1.000000	1.000000	0.000000	genes/LBHD1.html
LBR	ENST00000272163.9	29	Compact downstream-CDS record-coverage hypothesis	false	73	0.172414	0.517241	1.000000	genes/LBR.html
LBX1	ENST00000370193.4	1	Low-record-burden interpretation-limited	true	4	1.000000	1.000000	1.000000	genes/LBX1.html
LCA5	ENST00000369846.9	167	Compact downstream-CDS record-coverage hypothesis	false	37	0.347305	0.616766	1.000000	genes/LCA5.html
LCAT	ENST00000264005.10	39	Compact downstream-CDS record-coverage hypothesis	false	25	0.435897	0.846154	0.897436	genes/LCAT.html
LCK	ENST00000336890.10	18	Low-record-burden interpretation-limited	true	67	0.222222	0.500000	1.000000	genes/LCK.html
LCP1	ENST00000323076.7	1	Low-record-burden interpretation-limited	true	85	1.000000	1.000000	1.000000	genes/LCP1.html
LCP2	ENST00000046794.10	1	Low-record-burden interpretation-limited	true	115	1.000000	1.000000	1.000000	genes/LCP2.html
LCT	ENST00000264162.7	49	Downstream-CDS high-coverage with context burden	false	91	0.142857	0.448980	0.857143	genes/LCT.html
LDB3	ENST00000361373.9	38	Compact downstream-CDS record-coverage hypothesis	false	73	0.184211	0.578947	1.000000	genes/LDB3.html
LDHA	ENST00000422447.8	13	Low-record-burden interpretation-limited	true	37	0.384615	0.923077	1.000000	genes/LDHA.html
LDHD	ENST00000450168.3	8	Low-record-burden interpretation-limited	true	55	0.250000	0.625000	1.000000	genes/LDHD.html
LDLR	ENST00000558518.6	1933	Compact downstream-CDS record-coverage hypothesis	false	97	0.221417	0.427832	0.976203	genes/LDLR.html
LDLRAD2	ENST00000344642.7	5	Low-record-burden interpretation-limited	true	19	0.800000	0.800000	1.000000	genes/LDLRAD2.html
LDLRAP1	ENST00000374338.5	68	Compact local exon/block record cluster	false	43	0.220588	0.750000	0.779412	genes/LDLRAP1.html
LEF1	ENST00000265165.6	6	Low-record-burden interpretation-limited	true	60	0.500000	0.666667	0.833333	genes/LEF1.html
LEMD2	ENST00000293760.10	2	Low-record-burden interpretation-limited	true	43	1.000000	1.000000	0.000000	genes/LEMD2.html
LEMD3	ENST00000308330.3	70	Compact local exon/block record cluster	false	67	0.428571	0.557143	0.585714	genes/LEMD3.html
LENG1	ENST00000222224.4	3	Low-record-burden interpretation-limited	true	13	1.000000	1.000000	1.000000	genes/LENG1.html
LEO1	ENST00000299601.10	1	Low-record-burden interpretation-limited	true	61	1.000000	1.000000	1.000000	genes/LEO1.html
LEP	ENST00000308868.5	8	Low-record-burden interpretation-limited	true	8	0.875000	1.000000	1.000000	genes/LEP.html
LEPR	ENST00000349533.11	34	Compact downstream-CDS record-coverage hypothesis	false	109	0.176471	0.352941	1.000000	genes/LEPR.html
LETM1	ENST00000302787.3	9	Low-record-burden interpretation-limited	true	73	0.444444	0.666667	1.000000	genes/LETM1.html
LFNG	ENST00000222725.10	8	Low-record-burden interpretation-limited	true	37	0.250000	0.875000	0.750000	genes/LFNG.html
LGI1	ENST00000371418.9	70	Compact downstream-CDS record-coverage hypothesis	false	37	0.428571	0.842857	0.928571	genes/LGI1.html
LGI3	ENST00000306317.7	11	Low-record-burden interpretation-limited	true	37	0.363636	0.636364	0.909091	genes/LGI3.html
LGI4	ENST00000310123.8	17	Low-record-burden interpretation-limited	true	43	0.470588	0.764706	0.941176	genes/LGI4.html
LGR4	ENST00000379214.9	2	Low-record-burden interpretation-limited	true	97	0.500000	0.500000	1.000000	genes/LGR4.html
LHB	ENST00000649238.3	6	Low-record-burden interpretation-limited	true	8	0.833333	1.000000	1.000000	genes/LHB.html
LHCGR	ENST00000294954.12	56	Compact downstream-CDS record-coverage hypothesis	false	55	0.660714	0.767857	0.928571	genes/LHCGR.html
LHFPL5	ENST00000360215.3	23	Compact local exon/block record cluster	false	12	0.565217	1.000000	0.434783	genes/LHFPL5.html
LHX2	ENST00000373615.9	7	Low-record-burden interpretation-limited	true	19	0.428571	1.000000	1.000000	genes/LHX2.html
LHX3	ENST00000371748.10	50	Compact downstream-CDS record-coverage hypothesis	false	25	0.200000	0.760000	1.000000	genes/LHX3.html
LHX4	ENST00000263726.4	13	Low-record-burden interpretation-limited	true	25	0.230769	1.000000	1.000000	genes/LHX4.html
LIAS	ENST00000640888.2	32	Compact downstream-CDS record-coverage hypothesis	false	55	0.281250	0.656250	1.000000	genes/LIAS.html
LIFR	ENST00000453190.7	172	Compact downstream-CDS record-coverage hypothesis	false	109	0.087209	0.360465	1.000000	genes/LIFR.html
LIG1	ENST00000263274.12	3	Low-record-burden interpretation-limited	true	157	0.333333	0.333333	1.000000	genes/LIG1.html
LIG3	ENST00000378526.9	11	Low-record-burden interpretation-limited	true	109	0.181818	0.363636	1.000000	genes/LIG3.html
LIG4	ENST00000442234.6	112	Compact downstream-CDS record-coverage hypothesis	false	8	1.000000	1.000000	1.000000	genes/LIG4.html
LIM2	ENST00000596399.2	3	Low-record-burden interpretation-limited	true	19	0.333333	1.000000	1.000000	genes/LIM2.html
LIMK1	ENST00000336180.7	2	Low-record-burden interpretation-limited	true	85	0.500000	0.500000	1.000000	genes/LIMK1.html
LIMS2	ENST00000355119.9	3	Low-record-burden interpretation-limited	true	49	0.333333	0.666667	1.000000	genes/LIMS2.html
LINGO1	ENST00000355300.7	2	Low-record-burden interpretation-limited	true	4	1.000000	1.000000	1.000000	genes/LINGO1.html
LINS1	ENST00000314742.13	32	Compact downstream-CDS record-coverage hypothesis	false	31	0.375000	0.937500	1.000000	genes/LINS1.html
LIPA	ENST00000336233.10	158	Compact downstream-CDS record-coverage hypothesis	false	49	0.227848	0.689873	1.000000	genes/LIPA.html
LIPC	ENST00000299022.10	4	Low-record-burden interpretation-limited	true	43	0.500000	1.000000	1.000000	genes/LIPC.html
LIPE	ENST00000244289.9	5	Low-record-burden interpretation-limited	true	49	0.200000	0.600000	0.800000	genes/LIPE.html
LIPH	ENST00000296252.9	12	Low-record-burden interpretation-limited	true	49	0.416667	0.833333	1.000000	genes/LIPH.html
LIPT1	ENST00000651691.1	7	Low-record-burden interpretation-limited	true	4	1.000000	1.000000	1.000000	genes/LIPT1.html
LIPT2	ENST00000310109.5	2	Low-record-burden interpretation-limited	true	4	1.000000	1.000000	0.000000	genes/LIPT2.html
LITAF	ENST00000622633.5	8	Low-record-burden interpretation-limited	true	13	0.750000	1.000000	1.000000	genes/LITAF.html
LMAN1	ENST00000251047.6	14	Low-record-burden interpretation-limited	true	67	0.285714	0.571429	0.714286	genes/LMAN1.html
LMAN2L	ENST00000264963.9	3	Low-record-burden interpretation-limited	true	37	0.333333	0.666667	0.666667	genes/LMAN2L.html
LMBR1	ENST00000353442.10	18	Low-record-burden interpretation-limited	true	91	0.055556	0.055556	1.000000	genes/LMBR1.html
LMBR1L	ENST00000267102.13	2	Low-record-burden interpretation-limited	true	91	1.000000	1.000000	1.000000	genes/LMBR1L.html
LMBRD1	ENST00000649934.3	57	Compact downstream-CDS record-coverage hypothesis	false	85	0.157895	0.403509	0.947368	genes/LMBRD1.html
LMBRD2	ENST00000296603.5	10	Low-record-burden interpretation-limited	true	97	0.300000	0.600000	1.000000	genes/LMBRD2.html
LMF1	ENST00000262301.16	29	Compact downstream-CDS record-coverage hypothesis	false	55	0.206897	0.517241	0.896552	genes/LMF1.html
LMNA	ENST00000368300.9	536	Compact local exon/block record cluster	false	61	0.246269	0.552239	0.763060	genes/LMNA.html
LMNB1	ENST00000261366.10	9	Low-record-burden interpretation-limited	true	55	0.444444	0.777778	0.555556	genes/LMNB1.html
LMNB2	ENST00000325327.4	4	Low-record-burden interpretation-limited	true	61	0.250000	0.750000	0.750000	genes/LMNB2.html
LMOD1	ENST00000367288.5	3	Low-record-burden interpretation-limited	true	8	1.000000	1.000000	1.000000	genes/LMOD1.html
LMOD2	ENST00000458573.3	7	Low-record-burden interpretation-limited	true	8	0.714286	1.000000	0.857143	genes/LMOD2.html
LMOD3	ENST00000420581.7	47	Compact local exon/block record cluster	false	8	0.787234	1.000000	0.787234	genes/LMOD3.html
LMX1A	ENST00000342310.7	9	Low-record-burden interpretation-limited	true	43	0.333333	1.000000	1.000000	genes/LMX1A.html
LMX1B	ENST00000373474.9	148	Compact downstream-CDS record-coverage hypothesis	false	37	0.331081	0.918919	0.979730	genes/LMX1B.html
LNPK	ENST00000272748.9	8	Low-record-burden interpretation-limited	true	67	0.375000	0.750000	1.000000	genes/LNPK.html
LOC112694756	ENST00000338110.11	11	Low-record-burden interpretation-limited	true	64	0.181818	0.818182	1.000000	genes/LOC112694756.html
LOC128092249	ENST00000652508.1	3	Low-record-burden interpretation-limited	true	1	1.000000			genes/LOC128092249.html
LOC128092252	ENST00000676296.1	1	Low-record-burden interpretation-limited	true	13	1.000000	1.000000	1.000000	genes/LOC128092252.html
LONP1	ENST00000360614.8	24	Compact downstream-CDS record-coverage hypothesis	false	97	0.125000	0.375000	0.916667	genes/LONP1.html
LONP2	ENST00000285737.9	19	Low-record-burden interpretation-limited	true	79	0.000000	0.000000	1.000000	genes/LONP2.html
LORICRIN	ENST00000368742.4	8	Low-record-burden interpretation-limited	true	4	1.000000	1.000000	1.000000	genes/LORICRIN.html
LOX	ENST00000231004.5	54	Compact local exon/block record cluster	false	31	0.462963	0.981481	0.537037	genes/LOX.html
LOXHD1	ENST00000642948.1	443	Downstream-CDS high-coverage with context burden	false	235	0.067720	0.162528	0.977427	genes/LOXHD1.html
LOXL3	ENST00000264094.8	8	Low-record-burden interpretation-limited	true	73	0.500000	0.500000	1.000000	genes/LOXL3.html
LPA	ENST00000316300.10	2	Low-record-burden interpretation-limited	true	223	0.500000	0.500000	1.000000	genes/LPA.html
LPAR6	ENST00000620633.5	18	Low-record-burden interpretation-limited	true	1	1.000000			genes/LPAR6.html
LPCAT2	ENST00000262134.10	1	Low-record-burden interpretation-limited	true	73	0.000000	0.000000	1.000000	genes/LPCAT2.html
LPIN1	ENST00000674199.1	55	Compact downstream-CDS record-coverage hypothesis	false	115	0.145455	0.363636	1.000000	genes/LPIN1.html
LPIN2	ENST00000677752.1	45	Compact downstream-CDS record-coverage hypothesis	false	109	0.133333	0.466667	1.000000	genes/LPIN2.html
LPL	ENST00000650287.1	158	Compact downstream-CDS record-coverage hypothesis	false	48	0.265823	0.740506	0.962025	genes/LPL.html
LRAT	ENST00000336356.4	34	Compact downstream-CDS record-coverage hypothesis	false	8	0.882353	1.000000	1.000000	genes/LRAT.html
LRBA	ENST00000651943.2	186	Large-payload / donor-burden stress	false	331	0.069892	0.193548	1.000000	genes/LRBA.html
LRCH2	ENST00000317135.13	1	Low-record-burden interpretation-limited	true	115	1.000000	1.000000	1.000000	genes/LRCH2.html
LRFN1	ENST00000248668.5	1	Low-record-burden interpretation-limited	true	19	1.000000	1.000000	1.000000	genes/LRFN1.html
LRFN4	ENST00000309602.5	1	Low-record-burden interpretation-limited	true	4	1.000000	1.000000	1.000000	genes/LRFN4.html
LRIF1	ENST00000369763.5	1	Low-record-burden interpretation-limited	true	13	1.000000	1.000000	1.000000	genes/LRIF1.html
LRIG2	ENST00000361127.6	11	Low-record-burden interpretation-limited	true	97	0.181818	0.363636	0.818182	genes/LRIG2.html
LRIT3	ENST00000594814.6	5	Low-record-burden interpretation-limited	true	13	0.400000	1.000000	0.800000	genes/LRIT3.html
LRMDA	ENST00000611255.5	11	Low-record-burden interpretation-limited	true	31	0.363636	1.000000	1.000000	genes/LRMDA.html
LRP1	ENST00000243077.8	6	Low-record-burden interpretation-limited	true	523	0.166667	0.333333	1.000000	genes/LRP1.html
LRP1-AS	ENST00000555461.1	1	Low-record-burden interpretation-limited	true	3	0.000000	0.000000		genes/LRP1-AS.html
LRP1B	ENST00000389484.8	6	Low-record-burden interpretation-limited	true	535	0.333333	0.666667	1.000000	genes/LRP1B.html
LRP2	ENST00000649046.1	205	Large-payload / donor-burden stress	false	463	0.039024	0.112195	1.000000	genes/LRP2.html
LRP4	ENST00000378623.6	46	Downstream-CDS high-coverage with context burden	false	217	0.065217	0.239130	1.000000	genes/LRP4.html
LRP5	ENST00000294304.12	215	Compact downstream-CDS record-coverage hypothesis	false	127	0.148837	0.400000	0.976744	genes/LRP5.html
LRP6	ENST00000261349.9	71	Compact downstream-CDS record-coverage hypothesis	false	127	0.112676	0.323944	1.000000	genes/LRP6.html
LRPAP1	ENST00000650182.1	5	Low-record-burden interpretation-limited	true	37	0.400000	0.800000	0.600000	genes/LRPAP1.html
LRPPRC	ENST00000260665.12	332	Compact downstream-CDS record-coverage hypothesis	false	217	0.048193	0.186747	0.957831	genes/LRPPRC.html
LRRC23	ENST00000443597.7	2	Low-record-burden interpretation-limited	true	36	0.500000	1.000000	1.000000	genes/LRRC23.html
LRRC32	ENST00000260061.9	3	Low-record-burden interpretation-limited	true	8	0.666667	0.666667	1.000000	genes/LRRC32.html
LRRC37A2	ENST00000576629.6	37	Compact downstream-CDS record-coverage hypothesis	false	73	0.000000	0.000000	1.000000	genes/LRRC37A2.html
LRRC41	ENST00000617190.5	2	Low-record-burden interpretation-limited	true	49	1.000000	1.000000	1.000000	genes/LRRC41.html
LRRC45	ENST00000306688.8	1	Low-record-burden interpretation-limited	true	91	1.000000	1.000000	1.000000	genes/LRRC45.html
LRRC51	ENST00000289488.8	2	Low-record-burden interpretation-limited	true	25	0.500000	1.000000	1.000000	genes/LRRC51.html
LRRC53	ENST00000294635.5	1	Low-record-burden interpretation-limited	true	19	0.000000	0.000000	1.000000	genes/LRRC53.html
LRRC56	ENST00000270115.8	74	Diffuse/moderate record architecture	false	73	0.067568	0.202703	0.297297	genes/LRRC56.html
LRRC7	ENST00000651989.2	5	Low-record-burden interpretation-limited	true	151	0.200000	0.400000	1.000000	genes/LRRC7.html
LRRC8C	ENST00000370454.9	2	Low-record-burden interpretation-limited	true	8	1.000000	1.000000	1.000000	genes/LRRC8C.html
LRRCC1	ENST00000360375.8	1	Low-record-burden interpretation-limited	true	103	1.000000	1.000000	1.000000	genes/LRRCC1.html
LRRK1	ENST00000388948.8	24	Downstream-CDS high-coverage with context burden	false	193	0.125000	0.250000	1.000000	genes/LRRK1.html
LRRK2	ENST00000298910.12	10	Low-record-burden interpretation-limited	true	295	0.500000	0.700000	1.000000	genes/LRRK2.html
LRSAM1	ENST00000300417.11	88	Compact downstream-CDS record-coverage hypothesis	false	145	0.227273	0.511364	1.000000	genes/LRSAM1.html
LSM1	ENST00000311351.9	1	Low-record-burden interpretation-limited	true	13	1.000000	1.000000	1.000000	genes/LSM1.html
LSM11	ENST00000286307.6	1	Low-record-burden interpretation-limited	true	13	1.000000	1.000000	1.000000	genes/LSM11.html
LSM7	ENST00000252622.15	2	Low-record-burden interpretation-limited	true	13	0.500000	1.000000	1.000000	genes/LSM7.html
LSR	ENST00000605618.6	2	Low-record-burden interpretation-limited	true	49	0.500000	1.000000	1.000000	genes/LSR.html
LSS	ENST00000397728.8	36	Compact downstream-CDS record-coverage hypothesis	false	121	0.138889	0.444444	0.972222	genes/LSS.html
LTBP1	ENST00000404816.7	7	Low-record-burden interpretation-limited	true	193	0.142857	0.428571	1.000000	genes/LTBP1.html
LTBP2	ENST00000261978.9	77	Compact downstream-CDS record-coverage hypothesis	false	205	0.103896	0.233766	0.909091	genes/LTBP2.html
LTBP3	ENST00000301873.11	95	Compact downstream-CDS record-coverage hypothesis	false	157	0.073684	0.315789	0.978947	genes/LTBP3.html
LTBP4	ENST00000396819.8	73	Compact downstream-CDS record-coverage hypothesis	false	169	0.109589	0.205479	0.821918	genes/LTBP4.html
LTV1	ENST00000367576.6	1	Low-record-burden interpretation-limited	true	55	1.000000	1.000000	1.000000	genes/LTV1.html
LUC7L2	ENST00000354926.9	1	Low-record-burden interpretation-limited	true	49	0.000000	0.000000	0.000000	genes/LUC7L2.html
LURAP1L	ENST00000319264.4	1	Low-record-burden interpretation-limited	true	4	1.000000	1.000000	1.000000	genes/LURAP1L.html
LY6G5B	ENST00000375864.5	1	Low-record-burden interpretation-limited	true	8	0.000000	0.000000	0.000000	genes/LY6G5B.html
LYN	ENST00000519728.6	4	Low-record-burden interpretation-limited	true	67	1.000000	1.000000	1.000000	genes/LYN.html
LYRM4	ENST00000330636.9	1	Low-record-burden interpretation-limited	true	8	1.000000	1.000000	1.000000	genes/LYRM4.html
